timestamp,user_id,item_id,subdomain,action_type,os
1098 days 13:39:49.713917,11570248,nfmcg_2879160,u2i,click,android
1098 days 13:40:07.659990,26592247,nfmcg_10472957,u2i,view,android
1098 days 13:40:21.843193,64170162,nfmcg_25454249,other,view,android
1098 days 13:40:35.496737,12534837,nfmcg_4266250,u2i,view,android
1098 days 13:40:36.743081,11570248,nfmcg_16966327,catalog,view,android
1098 days 13:42:16.645548,26592247,nfmcg_13127276,catalog,view,android
1098 days 13:44:23.035123,54361198,nfmcg_19441563,u2i,view,android
1098 days 13:46:38.159134,35175543,nfmcg_19766962,u2i,view,android
1098 days 13:46:54.963399,59646916,nfmcg_13723637,other,view,android
1098 days 13:48:43.586694,3207065,nfmcg_2138782,u2i,view,android
1098 days 13:48:48.398557,1281539,nfmcg_19030396,other,view,android
1098 days 13:52:21.428639,14528741,nfmcg_27281646,u2i,view,android
1098 days 13:52:45.694117,52333688,nfmcg_4085927,u2i,view,android
1098 days 13:53:20.636445,12534837,nfmcg_22860181,u2i,view,android
1098 days 13:54:31.376395,72532746,nfmcg_14802843,u2i,view,android
1098 days 13:54:52.198260,38353164,nfmcg_23681976,u2i,view,android
1098 days 13:56:49.787888,14528741,nfmcg_14785195,catalog,view,android
1098 days 13:57:02.076066,66404811,nfmcg_12538738,u2i,view,android
1098 days 13:57:05.022367,27267945,nfmcg_4436221,other,view,ios
1098 days 13:59:15.596957,38353164,nfmcg_27581059,u2i,view,android
1098 days 14:00:11.550076,10532586,nfmcg_15811628,other,view,android
1098 days 14:00:26.673699,64478175,nfmcg_16883345,u2i,view,ios
1098 days 14:00:47.306403,17492249,nfmcg_10472957,u2i,view,android
1098 days 14:01:23.203518,44813615,nfmcg_14326289,other,view,android
1098 days 14:01:30.183966,38072167,nfmcg_254657,u2i,view,android
1098 days 14:05:25.061623,29254326,nfmcg_13757063,u2i,view,android
1098 days 14:05:36.122509,3207065,nfmcg_3896208,u2i,view,android
1098 days 14:06:03.217111,14528741,nfmcg_10472957,u2i,view,android
1098 days 14:07:30.572823,6857436,nfmcg_24216775,other,view,android
1098 days 14:07:53.199505,12534837,nfmcg_16740525,u2i,view,android
1098 days 14:08:35.989320,3207065,nfmcg_3896208,u2i,view,android
1098 days 14:10:39.278796,62971197,nfmcg_22764748,u2i,view,android
1098 days 14:11:03.172294,52326907,nfmcg_2681623,u2i,view,android
1098 days 14:12:18.731503,3207065,nfmcg_13757063,u2i,view,android
1098 days 14:12:23.504159,33841113,nfmcg_22764748,u2i,view,android
1098 days 14:13:57.877348,44813615,nfmcg_17246467,u2i,view,android
1098 days 14:15:13.378093,77236477,nfmcg_15432422,u2i,view,android
1098 days 14:15:42.685185,12534837,nfmcg_19059025,u2i,view,android
1098 days 14:23:20.070699,1085308,nfmcg_23090702,other,view,ios
1098 days 14:23:22.730406,43356923,nfmcg_26806627,u2i,view,android
1098 days 14:23:32.399812,11570248,nfmcg_10893311,catalog,view,android
1098 days 14:24:46.352035,73212316,nfmcg_22845798,other,view,android
1098 days 14:27:17.864167,46480631,nfmcg_7854923,other,view,android
1098 days 14:28:00.167962,13554331,nfmcg_25934548,u2i,view,android
1098 days 14:28:41.778327,50235997,nfmcg_27460404,u2i,view,android
1098 days 14:28:48.069282,52333688,nfmcg_28219568,u2i,view,android
1098 days 14:28:58.304447,62278346,nfmcg_4085927,other,view,android
1098 days 14:29:18.297809,11570248,nfmcg_22430497,catalog,view,android
1098 days 14:30:18.738586,13554331,nfmcg_11856679,u2i,view,android
1098 days 14:30:50.161929,43356923,nfmcg_11856679,u2i,view,android
1098 days 14:31:34.165670,14528741,nfmcg_5141656,catalog,view,android
1098 days 14:32:39.816483,14528741,nfmcg_17325704,catalog,view,android
1098 days 14:32:40.707641,69885243,nfmcg_22764748,other,view,android
1098 days 14:33:59.925254,2714093,nfmcg_7313303,other,view,android
1098 days 14:37:02.227078,11570248,nfmcg_892289,catalog,view,android
1098 days 14:37:13.999043,38353164,nfmcg_27581059,u2i,view,android
1098 days 14:37:21.266902,70487119,nfmcg_10472957,u2i,view,ios
1098 days 14:38:10.057949,26592247,nfmcg_12636714,u2i,view,ios
1098 days 14:38:17.278730,70487119,nfmcg_12898997,u2i,view,ios
1098 days 14:38:23.834311,3207065,nfmcg_12826101,u2i,view,android
1098 days 14:38:40.988498,59646916,nfmcg_2992071,u2i,view,android
1098 days 14:39:04.194902,19742241,nfmcg_3665310,other,view,android
1098 days 14:39:54.989249,31208240,nfmcg_9888443,u2i,view,android
1098 days 14:41:05.598167,13213304,nfmcg_22003990,u2i,view,android
1098 days 14:41:51.492437,11570248,nfmcg_13068923,catalog,view,android
1098 days 14:42:36.832558,26592247,nfmcg_13047243,u2i,view,android
1098 days 14:43:25.304384,74429669,nfmcg_22992567,u2i,view,android
1098 days 14:43:35.740776,5036420,nfmcg_13386125,other,view,android
1098 days 14:44:30.508908,32734359,nfmcg_10472957,u2i,view,android
1098 days 14:45:25.571205,5542319,nfmcg_3536609,u2i,view,android
1098 days 14:46:25.150133,38353164,nfmcg_19873284,u2i,view,android
1098 days 14:46:35.339236,17599506,nfmcg_13171880,u2i,view,android
1098 days 14:46:42.918551,1085308,nfmcg_8078750,other,view,android
1098 days 14:46:46.502118,65692899,nfmcg_22764748,other,view,android
1098 days 14:47:26.582189,36282132,nfmcg_26651227,i2i,view,android
1098 days 14:48:59.929315,14528741,nfmcg_16055864,u2i,view,android
1098 days 14:49:08.405402,14528741,nfmcg_5839271,u2i,view,android
1098 days 14:50:31.323577,14812641,nfmcg_20992285,u2i,view,android
1098 days 14:52:11.724291,14528741,nfmcg_15410130,catalog,click,android
1098 days 14:53:47.063703,11570248,nfmcg_9021442,catalog,view,android
1098 days 14:54:02.418584,6857436,nfmcg_10417851,u2i,view,android
1098 days 14:54:14.414263,36282132,nfmcg_23429957,i2i,view,android
1098 days 14:55:22.570941,31208240,nfmcg_15508131,u2i,view,ios
1098 days 14:55:25.405596,6012807,nfmcg_20114920,u2i,view,ios
1098 days 14:56:36.880878,26592247,nfmcg_5589906,catalog,click,android
1098 days 14:57:15.410005,44813615,nfmcg_23347282,u2i,view,android
1098 days 14:58:35.894652,43356923,nfmcg_2992071,u2i,view,android
1098 days 15:03:37.364342,29254326,nfmcg_3631334,u2i,view,android
1098 days 15:03:44.921823,33841113,nfmcg_22765054,u2i,view,android
1098 days 15:04:03.222607,36282132,nfmcg_7082082,i2i,view,android
1098 days 15:05:06.919481,11570248,nfmcg_4505595,catalog,view,android
1098 days 15:05:17.206093,14528741,nfmcg_16845100,catalog,view,android
1098 days 15:07:16.784345,59646916,nfmcg_12521867,u2i,view,android
1098 days 15:07:21.765299,29254326,nfmcg_11931229,u2i,view,android
1098 days 15:07:35.105244,50235997,nfmcg_4436276,u2i,view,android
1098 days 15:11:02.549614,26592247,nfmcg_10472957,u2i,view,android
1098 days 15:11:52.423570,26592247,nfmcg_12977198,catalog,view,android
1098 days 15:12:08.765380,36282132,nfmcg_28458022,i2i,view,android
1098 days 15:12:11.171315,72532746,nfmcg_3625288,u2i,view,android
1098 days 15:13:34.586962,6857436,nfmcg_2879160,u2i,view,android
1098 days 15:13:42.685429,6857436,nfmcg_22035600,u2i,view,android
1098 days 15:14:25.865773,6012807,nfmcg_4857549,u2i,view,ios
1098 days 15:16:40.530583,62971197,nfmcg_20114920,u2i,view,android
1098 days 15:16:51.749076,6857436,nfmcg_11856679,u2i,view,android
1098 days 15:17:22.227634,397333,nfmcg_4085927,u2i,view,android
1098 days 15:17:34.065411,12534837,nfmcg_8374082,u2i,view,android
1098 days 15:18:15.982273,10790310,nfmcg_25454249,other,view,android
1098 days 15:19:02.364758,6857436,nfmcg_24492920,u2i,view,android
1098 days 15:21:42.519473,54326542,nfmcg_15534308,other,view,android
1098 days 15:23:25.704351,32734359,nfmcg_17419311,u2i,view,android
1098 days 15:25:04.660319,72532746,nfmcg_9724480,u2i,view,android
1098 days 15:25:05.111889,27736789,nfmcg_5625384,other,view,android
1098 days 15:26:26.286690,48644187,nfmcg_12898997,u2i,view,android
1098 days 15:27:59.701957,12534837,nfmcg_24492920,u2i,view,android
1098 days 15:29:42.887942,36282132,nfmcg_28485717,i2i,view,android
1098 days 15:29:55.267690,12534837,nfmcg_2992071,u2i,view,android
1098 days 15:32:14.604216,62971197,nfmcg_12538738,u2i,view,android
1098 days 15:34:00.308980,11570248,nfmcg_23515811,catalog,view,android
1098 days 15:34:50.633950,33841113,nfmcg_22764748,u2i,view,android
1098 days 15:36:15.008312,3207065,nfmcg_13757063,u2i,view,android
1098 days 15:36:36.075155,31208240,nfmcg_27684225,u2i,view,ios
1098 days 15:39:44.746702,11570248,nfmcg_26798861,catalog,view,android
1098 days 15:39:45.518998,53498083,nfmcg_21349299,other,view,android
1098 days 15:40:26.367318,70487119,nfmcg_12898997,u2i,view,ios
1098 days 15:41:22.328251,38353164,nfmcg_15904154,u2i,view,android
1098 days 15:41:32.290990,36282132,nfmcg_27117590,u2i,view,android
1098 days 15:42:53.016916,43356923,nfmcg_20726859,u2i,view,android
1098 days 15:43:08.310957,33841113,nfmcg_5468700,u2i,view,android
1098 days 15:44:44.016859,68461759,nfmcg_6315289,u2i,view,android
1098 days 15:45:46.574435,3438353,nfmcg_7854923,u2i,view,android
1098 days 15:45:47.944852,31208240,nfmcg_11474207,u2i,view,ios
1098 days 15:47:42.108844,6827311,nfmcg_9724480,u2i,view,android
1098 days 15:49:00.337297,27736789,nfmcg_14326289,other,view,android
1098 days 15:49:11.097655,14812641,nfmcg_17419311,u2i,view,android
1098 days 15:49:23.086497,17599506,nfmcg_21272322,u2i,view,android
1098 days 15:49:40.601169,6857436,nfmcg_24492920,u2i,view,android
1098 days 15:49:59.431470,14528741,nfmcg_20675903,u2i,view,android
1098 days 15:52:16.850547,26592247,nfmcg_1494537,catalog,view,android
1098 days 15:53:19.788013,48644187,nfmcg_17419311,u2i,view,android
1098 days 15:54:59.644240,32734359,nfmcg_24100635,u2i,view,android
1098 days 15:56:26.535206,72532746,nfmcg_7854923,u2i,view,android
1098 days 15:57:27.219627,53399996,nfmcg_9728251,u2i,view,android
1098 days 15:59:04.407277,11570248,nfmcg_15771703,u2i,view,android
1098 days 16:00:09.436596,5542319,nfmcg_11474207,u2i,view,android
1098 days 16:00:45.964338,60567206,nfmcg_25454249,other,view,android
1098 days 16:00:52.759428,59646916,nfmcg_2992071,other,view,android
1098 days 16:02:13.223750,9886332,nfmcg_13723637,u2i,view,android
1098 days 16:02:21.921207,22629359,nfmcg_22764748,u2i,view,android
1098 days 16:02:38.170256,3438353,nfmcg_13669587,u2i,view,android
1098 days 16:03:10.663064,68461759,nfmcg_8621622,u2i,view,android
1098 days 16:03:10.897532,9886332,nfmcg_21363739,u2i,view,android
1098 days 16:05:01.642299,77236477,nfmcg_13757063,u2i,view,android
1098 days 16:05:21.173180,50734691,nfmcg_4085927,u2i,view,android
1098 days 16:05:28.627596,5542319,nfmcg_3536609,u2i,view,android
1098 days 16:05:28.842725,14528741,nfmcg_26806627,u2i,view,android
1098 days 16:07:32.709371,6857436,nfmcg_7854923,u2i,view,android
1098 days 16:10:41.985238,12534837,nfmcg_1263011,u2i,view,android
1098 days 16:13:18.112950,33841113,nfmcg_4085927,u2i,view,android
1098 days 16:15:57.288007,11570248,nfmcg_9021442,u2i,view,android
1098 days 16:18:42.620371,44813615,nfmcg_14326289,u2i,view,android
1098 days 16:19:37.361367,9147261,nfmcg_25823124,other,view,android
1098 days 16:19:47.650462,36282132,nfmcg_24332460,i2i,view,android
1098 days 16:21:25.028081,5542319,nfmcg_12821364,u2i,view,android
1098 days 16:21:46.922613,26592247,nfmcg_15811628,catalog,click,android
1098 days 16:22:05.067603,12534837,nfmcg_25338589,u2i,view,android
1098 days 16:24:06.869681,20597109,nfmcg_12660139,u2i,view,android
1098 days 16:24:37.247131,33841113,nfmcg_2879160,u2i,view,android
1098 days 16:24:46.973484,59646916,nfmcg_25454249,other,view,android
1098 days 16:25:38.242179,68461759,nfmcg_12106109,u2i,view,android
1098 days 16:27:29.530370,50734691,nfmcg_7078972,u2i,view,android
1098 days 16:27:53.723414,38072167,nfmcg_13707213,other,view,ios
1098 days 16:30:42.701124,12534837,nfmcg_16484774,u2i,view,android
1098 days 16:31:33.769642,7534736,nfmcg_17288923,u2i,view,android
1098 days 16:31:55.110622,7258437,nfmcg_28078922,other,view,android
1098 days 16:33:16.365063,65686595,nfmcg_24100635,u2i,view,android
1098 days 16:33:44.441671,11570248,nfmcg_23935654,catalog,view,android
1098 days 16:33:51.883531,7534736,nfmcg_21177692,u2i,view,android
1098 days 16:34:15.997415,3207065,nfmcg_9104016,u2i,view,android
1098 days 16:36:14.011189,12534837,nfmcg_21179186,u2i,view,android
1098 days 16:40:58.128048,18427765,nfmcg_13517883,u2i,view,android
1098 days 16:41:43.675868,3438353,nfmcg_9892045,u2i,view,android
1098 days 16:42:40.477452,5542319,nfmcg_11474207,u2i,view,android
1098 days 16:43:20.639300,68461759,nfmcg_18051153,u2i,view,android
1098 days 16:43:59.144437,9147261,nfmcg_10046742,other,view,android
1098 days 16:45:39.649754,4186816,nfmcg_28078922,u2i,view,android
1098 days 16:53:02.273530,26592247,nfmcg_4989973,catalog,view,android
1098 days 16:56:08.060209,6827311,nfmcg_21272322,u2i,view,android
1098 days 16:57:36.001146,44813615,nfmcg_21786924,other,view,android
1098 days 16:59:16.597705,50235997,nfmcg_2879160,u2i,click,android
1098 days 16:59:19.688873,24632313,nfmcg_14160980,u2i,view,android
1098 days 17:01:03.137203,51048267,nfmcg_6390091,u2i,view,android
1098 days 17:01:12.116488,36282132,nfmcg_17727806,i2i,view,android
1098 days 17:02:47.523224,5542319,nfmcg_7249733,u2i,view,android
1098 days 17:03:34.694286,68461759,nfmcg_3995626,u2i,view,android
1098 days 17:04:27.327513,68643250,nfmcg_2245668,u2i,view,ios
1098 days 17:04:34.662395,5542319,nfmcg_12821364,u2i,view,android
1098 days 17:05:02.863113,70487119,nfmcg_19742246,u2i,view,ios
1098 days 17:05:05.120735,50235997,nfmcg_7429378,u2i,view,android
1098 days 17:09:13.574153,26592247,nfmcg_22207127,catalog,view,android
1098 days 17:09:19.457065,50734691,nfmcg_10472957,u2i,view,android
1098 days 17:09:51.610214,77236477,nfmcg_28190260,u2i,view,android
1098 days 17:10:24.255524,11570248,nfmcg_22504094,catalog,view,android
1098 days 17:10:56.874207,81767833,nfmcg_6809580,other,view,ios
1098 days 17:11:18.448455,84440491,nfmcg_867469,u2i,view,android
1098 days 17:11:57.595766,26592247,nfmcg_20675903,u2i,click,android
1098 days 17:12:10.381740,26592247,nfmcg_20649481,catalog,view,android
1098 days 17:14:23.894173,36282132,nfmcg_15898044,u2i,click,android
1098 days 17:17:45.317853,59941592,nfmcg_9728251,u2i,view,android
1098 days 17:18:25.664875,72532746,nfmcg_21363739,u2i,view,android
1098 days 17:18:36.144781,11570248,nfmcg_14917618,catalog,view,android
1098 days 17:20:12.238369,59941592,nfmcg_23935354,u2i,view,android
1098 days 17:26:02.365643,26592247,nfmcg_18723596,catalog,view,android
1098 days 17:27:15.632567,3207065,nfmcg_4735969,u2i,view,android
1098 days 17:28:54.396328,6857436,nfmcg_7854923,u2i,view,android
1098 days 17:30:26.013428,43356923,nfmcg_4135053,u2i,view,android
1098 days 17:33:09.030214,11570248,nfmcg_15985904,u2i,view,android
1098 days 17:33:31.263269,7258437,nfmcg_4436221,other,view,android
1098 days 17:33:53.426677,26592247,nfmcg_24663712,catalog,view,android
1098 days 17:34:07.349554,10477941,nfmcg_17884195,u2i,view,ios
1098 days 17:36:00.631233,65692899,nfmcg_26806627,other,view,ios
1098 days 17:37:22.703949,12534837,nfmcg_25823124,u2i,view,android
1098 days 17:38:18.519313,11570248,nfmcg_2879160,u2i,view,android
1098 days 17:38:46.394868,36282132,nfmcg_19574369,i2i,view,android
1098 days 17:40:34.251942,6857436,nfmcg_2879160,other,view,android
1098 days 17:43:01.774018,18427765,nfmcg_13517883,u2i,view,android
1098 days 17:43:45.415701,20606998,nfmcg_7854923,other,view,android
1098 days 17:44:14.613182,33841113,nfmcg_92721,u2i,view,android
1098 days 17:46:11.574317,8321442,nfmcg_16883345,other,view,android
1098 days 17:48:38.060126,17599506,nfmcg_14090912,u2i,view,android
1098 days 17:49:07.068235,36282132,nfmcg_12288272,i2i,view,android
1098 days 17:49:31.619859,26592247,nfmcg_2587642,catalog,view,android
1098 days 17:50:42.795959,3438353,nfmcg_19845414,u2i,view,android
1098 days 17:51:19.540910,26592247,nfmcg_20675903,u2i,view,android
1098 days 17:51:43.041881,26592247,nfmcg_798122,catalog,view,android
1098 days 17:56:17.885979,11570248,nfmcg_8400470,catalog,view,android
1098 days 17:57:12.268917,68461759,nfmcg_20675903,other,view,android
1098 days 17:57:19.064656,68461759,nfmcg_20675903,u2i,view,android
1098 days 17:57:40.379473,17492249,nfmcg_26806627,u2i,view,android
1098 days 17:57:48.662055,11125616,nfmcg_14326289,other,view,android
1098 days 17:58:33.246803,16676381,nfmcg_673736,other,view,android
1098 days 18:00:04.837501,11570248,nfmcg_4085927,u2i,view,android
1098 days 18:00:31.606308,32734359,nfmcg_2134450,u2i,view,android
1098 days 18:01:23.148470,26592247,nfmcg_22204691,catalog,view,android
1098 days 18:01:45.033755,48644187,nfmcg_19115712,u2i,view,android
1098 days 18:03:15.504837,36282132,nfmcg_27315366,i2i,view,android
1098 days 18:04:05.946604,18427765,nfmcg_19766962,u2i,view,android
1098 days 18:04:08.144681,81193178,nfmcg_22764748,u2i,view,android
1098 days 18:04:21.720699,11570248,nfmcg_23894926,u2i,view,android
1098 days 18:08:36.996115,36282132,nfmcg_21526224,i2i,view,android
1098 days 18:09:42.636881,22629359,nfmcg_10840247,u2i,view,android
1098 days 18:10:01.806197,6857436,nfmcg_22035600,u2i,view,android
1098 days 18:10:14.887517,62971197,nfmcg_14326289,u2i,view,android
1098 days 18:10:27.320569,43356923,nfmcg_4436221,u2i,click,android
1098 days 18:11:37.464183,26592247,nfmcg_25449234,i2i,click,android
1098 days 18:11:47.003012,26592247,nfmcg_8748371,catalog,view,android
1098 days 18:11:55.128369,12534837,nfmcg_27802309,u2i,view,android
1098 days 18:13:46.178226,36282132,nfmcg_6095534,i2i,view,android
1098 days 18:14:10.334436,6827311,nfmcg_19742246,u2i,view,android
1098 days 18:15:10.892929,6857436,nfmcg_15410130,u2i,view,android
1098 days 18:16:33.917900,70487119,nfmcg_25559321,u2i,view,ios
1098 days 18:18:59.139220,12534837,nfmcg_10046742,u2i,view,android
1098 days 18:19:44.456117,8321442,nfmcg_6655754,other,view,android
1098 days 18:21:04.933911,68461759,nfmcg_12898997,u2i,view,android
1098 days 18:21:12.502758,2038152,nfmcg_9724480,u2i,view,android
1098 days 18:21:25.195585,26592247,nfmcg_4989973,catalog,click,android
1098 days 18:21:26.978406,47639006,nfmcg_12538738,other,view,android
1098 days 18:25:35.897630,1085308,nfmcg_11856679,u2i,view,android
1098 days 18:26:40.020438,33841113,nfmcg_2879160,other,view,android
1098 days 18:27:49.943010,3207065,nfmcg_2138782,u2i,view,android
1098 days 18:33:23.131469,31063549,nfmcg_13517883,u2i,view,android
1098 days 18:37:12.235614,44813615,nfmcg_19030396,u2i,view,android
1098 days 18:37:40.400246,72532746,nfmcg_26885820,u2i,view,android
1098 days 18:37:41.960343,12534837,nfmcg_1380237,u2i,view,android
1098 days 18:37:45.436690,11281781,nfmcg_14893278,u2i,view,android
1098 days 18:38:13.956266,5542319,nfmcg_7249733,u2i,view,android
1098 days 18:42:34.687845,11570248,nfmcg_13068923,catalog,click,android
1098 days 18:47:16.896127,48644187,nfmcg_10472957,u2i,view,android
1098 days 18:47:34.278551,32734359,nfmcg_24100635,u2i,view,android
1098 days 18:49:01.426184,26592247,nfmcg_13149794,i2i,click,android
1098 days 18:50:25.558528,7534736,nfmcg_6162112,u2i,view,android
1098 days 18:51:01.319553,68198324,nfmcg_10472957,other,view,android
1098 days 18:58:23.927248,11570248,nfmcg_1724547,u2i,view,android
1098 days 19:00:48.489448,44813615,nfmcg_6669217,u2i,view,android
1098 days 19:02:17.201647,38369196,nfmcg_19030396,other,view,ios
1098 days 19:03:22.727318,33841113,nfmcg_24564699,u2i,view,android
1098 days 19:03:30.935656,11570248,nfmcg_22430497,catalog,view,android
1098 days 19:04:41.939431,17599506,nfmcg_26806627,u2i,view,android
1098 days 19:05:26.470355,36282132,nfmcg_17798140,i2i,view,android
1098 days 19:07:07.536617,7534736,nfmcg_2552142,u2i,view,android
1098 days 19:07:43.322871,49681645,nfmcg_13757063,other,view,android
1098 days 19:09:18.177695,68461759,nfmcg_20675903,other,view,android
1098 days 19:11:33.589674,11570248,nfmcg_13068923,u2i,view,android
1098 days 19:13:12.276084,26592247,nfmcg_23334095,i2i,click,android
1098 days 19:14:16.962251,32734359,nfmcg_3383965,u2i,view,android
1098 days 19:18:30.212740,36282132,nfmcg_26811593,i2i,view,android
1098 days 19:18:35.983175,59695659,nfmcg_4857549,other,view,android
1098 days 19:19:04.718287,72532746,nfmcg_11462265,u2i,view,android
1098 days 19:19:25.997572,50235997,nfmcg_25559321,u2i,view,android
1098 days 19:21:03.572815,11570248,nfmcg_701215,catalog,view,android
1098 days 19:25:18.353701,33841113,nfmcg_5468700,u2i,view,android
1098 days 19:26:53.850409,77953027,nfmcg_25446985,u2i,view,android
1098 days 19:27:55.408924,11570248,nfmcg_4085927,u2i,view,android
1098 days 19:28:56.514063,42236716,nfmcg_13757063,other,view,android
1098 days 19:29:05.693029,48644187,nfmcg_20705694,u2i,view,android
1098 days 19:29:06.082764,53399996,nfmcg_26806627,other,view,android
1098 days 19:31:58.611025,36282132,nfmcg_25929174,i2i,view,android
1098 days 19:32:15.487996,51048267,nfmcg_22903580,u2i,view,android
1098 days 19:33:47.635183,59941592,nfmcg_9091730,u2i,view,android
1098 days 19:34:50.924277,11570248,nfmcg_14922261,catalog,view,android
1098 days 19:36:03.207767,43356923,nfmcg_9933766,u2i,view,android
1098 days 19:37:37.770071,12534837,nfmcg_5968503,u2i,view,android
1098 days 19:37:55.470657,68461759,nfmcg_18274778,u2i,view,android
1098 days 19:38:42.885863,38072167,nfmcg_18843173,u2i,view,ios
1098 days 19:38:43.723930,26592247,nfmcg_20675903,u2i,view,android
1098 days 19:40:22.303950,37924756,nfmcg_23893806,other,view,android
1098 days 19:41:20.479388,26592247,nfmcg_12898997,u2i,view,android
1098 days 19:41:24.325989,11570248,nfmcg_13068923,u2i,view,android
1098 days 19:42:22.583393,6608257,nfmcg_2552142,u2i,view,android
1098 days 19:50:58.400266,8321442,nfmcg_22203502,u2i,view,android
1098 days 19:51:47.511922,18427765,nfmcg_18843173,u2i,view,android
1098 days 19:51:54.168303,26592247,nfmcg_8388052,i2i,click,android
1098 days 19:53:17.597409,54361198,nfmcg_11856679,u2i,view,android
1098 days 19:57:01.900735,26592247,nfmcg_1576132,catalog,view,android
1098 days 19:57:50.394064,6857436,nfmcg_7854923,u2i,view,android
1098 days 20:00:57.945305,68461759,nfmcg_25034176,u2i,view,android
1098 days 20:02:21.266723,38072167,nfmcg_13707213,u2i,view,ios
1098 days 20:03:54.397297,68461759,nfmcg_5261063,u2i,view,android
1098 days 20:05:15.552372,13917026,nfmcg_10765817,other,view,android
1098 days 20:05:22.453343,12534837,nfmcg_11856679,other,view,android
1098 days 20:06:29.530862,81767833,nfmcg_15387370,other,view,android
1098 days 20:08:32.704633,36934976,nfmcg_2992071,other,view,android
1098 days 20:13:11.238856,26592247,nfmcg_12898997,u2i,view,android
1098 days 20:13:11.974637,41133300,nfmcg_16213424,u2i,view,ios
1098 days 20:13:33.283472,12534837,nfmcg_11856679,u2i,view,android
1098 days 20:14:10.677287,68461759,nfmcg_1380237,u2i,view,android
1098 days 20:15:30.560186,9147261,nfmcg_15927396,other,view,android
1098 days 20:17:12.424553,43356923,nfmcg_4436221,u2i,view,android
1098 days 20:18:47.890564,11570248,nfmcg_17237027,catalog,view,android
1098 days 20:23:10.208249,68461759,nfmcg_19742246,u2i,view,android
1098 days 20:27:58.092520,68461759,nfmcg_5752785,u2i,view,android
1098 days 20:30:20.774797,17599506,nfmcg_3021923,u2i,view,android
1098 days 20:30:38.226478,26592247,nfmcg_26806627,u2i,view,android
1098 days 20:30:48.702418,43356923,nfmcg_10046742,u2i,view,android
1098 days 20:30:49.685678,70192234,nfmcg_3416168,other,view,android
1098 days 20:31:04.235702,11570248,nfmcg_7791842,catalog,view,android
1098 days 20:31:28.970332,32734359,nfmcg_2134450,u2i,view,android
1098 days 20:32:03.388144,11570248,nfmcg_4208284,catalog,view,android
1098 days 20:33:42.931358,8321442,nfmcg_28078922,u2i,view,android
1098 days 20:34:00.582831,19742241,nfmcg_27281646,other,view,android
1098 days 20:34:05.378641,28765674,nfmcg_21806157,other,view,android
1098 days 20:37:55.137443,11570248,nfmcg_8400470,catalog,view,android
1098 days 20:39:07.176107,11570248,nfmcg_27713764,catalog,view,android
1098 days 20:40:46.823228,50235997,nfmcg_20675903,u2i,view,android
1098 days 20:41:47.478346,33841113,nfmcg_2879160,u2i,view,android
1098 days 20:46:28.558135,15906630,nfmcg_11856679,u2i,view,android
1098 days 20:47:14.252374,8321442,nfmcg_11116446,other,view,android
1098 days 20:49:19.511810,11570248,nfmcg_15985904,catalog,view,android
1098 days 20:50:24.608512,62971197,nfmcg_254657,u2i,view,android
1098 days 20:50:52.442588,12534837,nfmcg_8374082,u2i,click,android
1098 days 20:51:40.823208,50235997,nfmcg_26806627,u2i,view,android
1098 days 20:52:15.300584,26592247,nfmcg_15069882,i2i,click,android
1098 days 20:52:40.189737,3438353,nfmcg_9892045,u2i,view,android
1098 days 20:54:31.401897,68461759,nfmcg_10409922,u2i,view,android
1098 days 21:05:07.997162,44813615,nfmcg_7843489,u2i,view,android
1098 days 21:08:43.840448,26592247,nfmcg_12898997,u2i,view,android
1098 days 21:09:57.163003,26592247,nfmcg_10472957,u2i,view,android
1098 days 21:11:25.593642,11570248,nfmcg_23894926,catalog,view,android
1098 days 21:12:21.681931,40045994,nfmcg_18843173,u2i,view,android
1098 days 21:15:49.696141,26647220,nfmcg_28529315,u2i,view,android
1098 days 21:16:00.495025,6857436,nfmcg_15410130,u2i,view,android
1098 days 21:16:33.611906,68461759,nfmcg_2681623,u2i,view,android
1098 days 21:18:27.387484,11570248,nfmcg_1724547,u2i,view,android
1098 days 21:20:27.453660,77236477,nfmcg_12611615,u2i,view,android
1098 days 21:20:35.694433,14528741,nfmcg_27219064,i2i,click,android
1098 days 21:23:55.345709,26592247,nfmcg_13047243,u2i,click,android
1098 days 21:26:05.737603,11570248,nfmcg_10802537,catalog,view,android
1098 days 21:27:53.193296,50235997,nfmcg_20675903,u2i,view,android
1098 days 21:29:46.259765,59941592,nfmcg_14297356,u2i,view,ios
1098 days 21:31:15.398397,76022406,nfmcg_3649922,u2i,view,android
1098 days 21:34:09.191229,11570248,nfmcg_12562314,u2i,view,android
1098 days 21:35:10.967953,11570248,nfmcg_4208284,catalog,view,android
1098 days 21:37:14.758013,59941592,nfmcg_3631334,u2i,view,android
1098 days 21:38:34.094812,68461759,nfmcg_2021721,u2i,view,android
1098 days 21:39:47.438539,61690736,nfmcg_20635570,u2i,view,android
1098 days 21:40:24.124766,11570248,nfmcg_678995,catalog,view,android
1098 days 21:42:47.350340,33841113,nfmcg_24564699,u2i,view,android
1098 days 21:45:34.308434,50235997,nfmcg_26806627,u2i,view,android
1098 days 21:47:15.548433,1281539,nfmcg_5703482,other,view,android
1098 days 21:47:41.470098,68461759,nfmcg_7554026,u2i,view,android
1098 days 21:51:58.615231,31174913,nfmcg_16774057,other,view,android
1098 days 21:52:45.770718,59941592,nfmcg_2879160,u2i,view,android
